sample_id,platform,domain,text,sentiment_label,emotion,intensity,formality,has_code_switching,cs_languages,politeness,is_implicit,timestamp,annotator_agreement,word_count,char_count,text_processed,has_negation,has_intensifier,has_euphemism,has_sarcasm_marker,split
INDO_00008,Twitter,Wisata & Travel,"Wisata budaya di Toraja memuaskan banget, experience-nya so good.",positif,senang,0.87,informal,True,Indo-English,rendah,False,2026-01-14 10:33:13,0.92,9,65,"wisata budaya di toraja memuaskan banget, experience-nya so good.",False,True,False,False,train
INDO_00454,YouTube,Makanan & Minuman,"Seblak pedas level lima tidak ada perubahan berarti, experience-nya okay-ish.",netral,netral,0.23,formal,True,Indo-English,sedang,False,2026-04-14 10:35:26,0.91,10,77,"seblak pedas level lima tidak ada perubahan berarti, experience-nya okay-ish.",True,False,False,False,train
INDO_00109,TikTok,Layanan,"Jasa laundry kiloan memuaskan banget, seneng banget jujur.",positif,senang,0.78,semi-formal,False,Indonesia,sedang,False,2026-01-25 10:05:11,0.98,8,58,"jasa laundry kiloan memuaskan banget, seneng banget jujur.",False,True,False,False,train
INDO_00038,Twitter,Sosial & Politik,"Kebijakan kerja dari rumah bagus sekali, di luar dugaan, packaging-nya so good. #curhat",positif,senang,0.93,informal,True,Indo-English,rendah,False,2026-01-25 22:20:51,0.76,13,87,"kebijakan kerja dari rumah bagus sekali, di luar dugaan, packaging-nya so good. #curhat",False,True,False,False,test
INDO_00158,TikTok,Sosial & Politik,"Wacana pembangunan infrastruktur daerah bagus sekali, di luar dugaan, seneng banget jujur, overall quality-nya amazing.",positif,senang,0.73,informal,True,Indo-English,rendah,False,2026-04-03 06:58:35,0.76,15,119,"wacana pembangunan infrastruktur daerah bagus sekali, di luar dugaan, seneng banget jujur, overall quality-nya amazing.",False,True,False,False,train
INDO_00490,TikTok,Produk/E-commerce,"Peralatan dapur multifungsi berjalan sesuai standar, biasa-biasa saja, overall quality-nya so-so. wkwk",netral,netral,0.18,informal,True,Indo-English,rendah,False,2026-04-17 18:16:13,0.84,12,102,"peralatan dapur multifungsi berjalan sesuai standar, biasa-biasa saja, overall quality-nya so-so. wkwk",False,False,False,False,train
INDO_00119,TikTok,Wisata & Travel,"Dengan hormat, Admin, sudah yang ketiga kalinya saya balik lagi ke kawasan Malioboro. parah sih",positif,terkejut,0.96,semi-formal,False,Indonesia,tinggi,True,2026-02-02 01:32:50,0.83,15,95,"dengan hormat, admin, sudah yang ketiga kalinya saya balik lagi ke kawasan malioboro. parah sih",False,False,True,False,test
INDO_00115,YouTube,Makanan & Minuman,"Warung makan Padang memuaskan banget, experience-nya impressive. min",positif,senang,0.97,informal,True,Indo-English,sedang,False,2026-02-21 11:15:12,0.97,8,68,"warung makan padang memuaskan banget, experience-nya impressive. min",False,True,False,False,train
INDO_00176,Instagram,Produk/E-commerce,"Sudah tiga hari menunggu kabar soal kamera mirrorless entry level, belum ada respons apa pun, customer service-nya disappointing.",negatif,jijik,0.61,informal,True,Indo-English,rendah,True,2026-04-13 11:08:17,0.73,18,129,"sudah tiga hari menunggu kabar soal kamera mirrorless entry level, belum ada respons apa pun, customer service-nya disappointing.",False,False,True,False,train
INDO_00374,Instagram,Wisata & Travel,"Air terjun Sipiso-piso tidak ada perubahan berarti, packaging-nya so-so. 🙏",netral,netral,0.02,informal,True,Indo-English,rendah,False,2026-04-28 18:55:57,0.79,10,74,"air terjun sipiso-piso tidak ada perubahan berarti, packaging-nya so-so. 🙏",True,False,False,False,train
INDO_00182,TikTok,Produk/E-commerce,"""Terbaik"", katanya. Tas ransel anti air ternyata mengecewakan. sumpah bener",negatif,sedih,0.77,informal,False,Indonesia,rendah,False,2026-03-24 03:57:56,0.85,10,75,"""terbaik"", katanya. tas ransel anti air ternyata mengecewakan. sumpah bener",False,False,False,True,test
INDO_00145,Instagram,Makanan & Minuman,Restoran seafood pinggir jalan memuaskan banget. ✨,positif,senang,0.63,informal,False,Indonesia,rendah,False,2026-02-11 03:03:04,0.73,7,50,restoran seafood pinggir jalan memuaskan banget. ✨,False,True,False,False,train
INDO_00370,TikTok,Hiburan & Film,"Festival film independen tahun ini berjalan sesuai standar, packaging-nya nothing special. wkwk",netral,netral,0.19,informal,True,Indo-English,rendah,False,2026-04-15 17:18:06,0.82,12,95,"festival film independen tahun ini berjalan sesuai standar, packaging-nya nothing special. wkwk",False,False,False,False,train
INDO_00391,YouTube,Makanan & Minuman,"Kopi hitam tubruk tidak ada perubahan berarti, ya standar aja sih.",netral,netral,0.28,semi-formal,False,Indonesia,sedang,False,2026-02-09 01:25:54,0.91,11,66,"kopi hitam tubruk tidak ada perubahan berarti, ya standar aja sih.",True,False,False,False,validation
INDO_00196,YouTube,Wisata & Travel,"Homestay di Kawah Ijen ternyata mengecewakan, jujur bikin kecewa. btw",negatif,sedih,0.66,informal,False,Indonesia,rendah,False,2026-03-02 12:42:11,0.94,10,69,"homestay di kawah ijen ternyata mengecewakan, jujur bikin kecewa. btw",False,False,False,False,train
INDO_00405,YouTube,Produk/E-commerce,"Kursi gaming ergonomis berjalan sesuai standar, experience-nya nothing special.",netral,netral,0.11,semi-formal,True,Indo-English,sedang,False,2026-03-19 11:26:19,0.8,9,79,"kursi gaming ergonomis berjalan sesuai standar, experience-nya nothing special.",False,False,False,False,train
INDO_00276,Instagram,Hiburan & Film,"Mohon maaf sebelumnya, Bapak/Ibu, sudah tiga hari menunggu kabar soal channel YouTube gaming lokal, belum ada respons apa pun. 🙏",negatif,marah,0.56,semi-formal,False,Indonesia,tinggi,True,2026-03-14 12:15:56,0.82,20,128,"mohon maaf sebelumnya, bapak/ibu, sudah tiga hari menunggu kabar soal channel youtube gaming lokal, belum ada respons apa pun. 🙏",False,False,True,False,validation
INDO_00455,YouTube,Sosial & Politik,"Wacana perubahan kurikulum sekolah berjalan sesuai standar, overall quality-nya nothing special. btw",netral,netral,0.17,semi-formal,True,Indo-English,sedang,False,2026-03-27 01:41:39,0.84,12,100,"wacana perubahan kurikulum sekolah berjalan sesuai standar, overall quality-nya nothing special. btw",False,False,False,False,train
INDO_00142,Instagram,Layanan,Layanan pengaduan pelanggan memuaskan banget. ✨,positif,terkejut,0.84,informal,False,Indonesia,sedang,False,2026-04-11 12:04:41,0.78,6,47,layanan pengaduan pelanggan memuaskan banget. ✨,False,True,False,False,train
INDO_00366,Instagram,Makanan & Minuman,"Kopi susu kekinian berjalan sesuai standar, ya standar aja sih. 🙏",netral,netral,0.11,semi-formal,False,Indonesia,sedang,False,2026-03-29 16:04:40,0.78,11,65,"kopi susu kekinian berjalan sesuai standar, ya standar aja sih. 🙏",False,False,False,False,test
INDO_00068,YouTube,Wisata & Travel,Jalur pendakian Gunung Bromo memuaskan banget. min,positif,senang,0.92,informal,False,Indonesia,rendah,False,2026-01-24 11:55:13,0.73,7,50,jalur pendakian gunung bromo memuaskan banget. min,False,True,False,False,train
INDO_00211,YouTube,Layanan,"Sampai harus komplain dua kali gara-gara layanan bank digital, customer service-nya not worth it.",negatif,jijik,0.77,semi-formal,True,Indo-English,rendah,True,2026-02-18 03:19:26,0.84,14,97,"sampai harus komplain dua kali gara-gara layanan bank digital, customer service-nya not worth it.",False,False,True,False,train
INDO_00169,Instagram,Produk/E-commerce,"Produk kecantikan yang lagi viral sama sekali tidak sesuai, bikin kecewa banget, kurang nyaman rasanya.",negatif,jijik,0.6,semi-formal,False,Indonesia,sedang,False,2026-02-13 15:09:55,0.73,15,103,"produk kecantikan yang lagi viral sama sekali tidak sesuai, bikin kecewa banget, kurang nyaman rasanya.",True,True,False,False,train
INDO_00494,Instagram,Hiburan & Film,"Acara stand-up comedy semalam tidak ada perubahan berarti, overall quality-nya nothing special. 😊",netral,netral,0.15,formal,True,Indo-English,rendah,False,2026-01-13 10:22:56,0.79,13,97,"acara stand-up comedy semalam tidak ada perubahan berarti, overall quality-nya nothing special. 😊",True,False,False,False,train
INDO_00376,YouTube,Hiburan & Film,"Webtoon yang lagi hits tidak ada perubahan berarti, seperti biasa saja, delivery-nya okay-ish.",netral,netral,0.32,semi-formal,True,Indo-English,rendah,False,2026-03-07 15:35:34,0.93,13,94,"webtoon yang lagi hits tidak ada perubahan berarti, seperti biasa saja, delivery-nya okay-ish.",True,False,False,False,train
INDO_00401,YouTube,Produk/E-commerce,"Gadget elektronik murah datang tepat waktu seperti biasanya, delivery-nya just average.",netral,netral,0.17,formal,True,Indo-English,sedang,True,2026-01-05 02:01:36,0.88,11,87,"gadget elektronik murah datang tepat waktu seperti biasanya, delivery-nya just average.",False,False,False,False,train
INDO_00273,Instagram,Hiburan & Film,"Drama seri yang lagi viral sama sekali tidak sesuai, bikin kecewa banget. 😊",negatif,marah,0.79,informal,False,Indonesia,sedang,False,2026-04-25 05:43:02,0.82,13,75,"drama seri yang lagi viral sama sekali tidak sesuai, bikin kecewa banget. 😊",True,True,False,False,validation
INDO_00110,Instagram,Sosial & Politik,Program bantuan sosial pemerintah memuaskan banget. ✨,positif,senang,1,semi-formal,False,Indonesia,rendah,False,2026-04-18 13:27:41,0.97,7,53,program bantuan sosial pemerintah memuaskan banget. ✨,False,True,False,False,train
INDO_00249,YouTube,Wisata & Travel,"Spot foto di Nusa Penida mengecewakan banget, delivery-nya disappointing.",negatif,sedih,0.75,formal,True,Indo-English,rendah,False,2026-02-14 16:24:44,0.79,9,73,"spot foto di nusa penida mengecewakan banget, delivery-nya disappointing.",False,True,False,False,validation
INDO_00146,Twitter,Sosial & Politik,"Program literasi digital nasional bagus sekali, di luar dugaan, delivery-nya amazing. #review",positif,terkejut,0.83,informal,True,Indo-English,rendah,False,2026-04-25 06:19:46,0.83,12,93,"program literasi digital nasional bagus sekali, di luar dugaan, delivery-nya amazing. #review",False,True,False,False,train
INDO_00093,YouTube,Hiburan & Film,"Film animasi buatan studio lokal sesuai ekspektasi, experience-nya amazing. min",positif,senang,0.97,informal,True,Indo-English,rendah,False,2026-02-12 18:17:14,0.9,10,79,"film animasi buatan studio lokal sesuai ekspektasi, experience-nya amazing. min",False,False,False,False,train
INDO_00153,YouTube,Wisata & Travel,Sudah yang ketiga kalinya aku balik lagi ke kawasan Malioboro.,positif,senang,0.85,informal,False,Indonesia,sedang,True,2026-01-02 09:30:42,0.84,10,62,sudah yang ketiga kalinya aku balik lagi ke kawasan malioboro.,False,False,True,False,train
INDO_00368,YouTube,Hiburan & Film,"Serial anime yang lagi tayang berjalan sesuai standar, overall quality-nya nothing special. btw",netral,netral,0.15,semi-formal,True,Indo-English,sedang,False,2026-01-14 18:51:06,0.88,13,95,"serial anime yang lagi tayang berjalan sesuai standar, overall quality-nya nothing special. btw",False,False,False,False,train
INDO_00468,YouTube,Produk/E-commerce,"Rice cooker mini berjalan seperti hari-hari biasa saja, sungguh, experience-nya so-so.",netral,netral,0.2,semi-formal,True,Indo-English,sedang,True,2026-01-12 10:22:17,0.81,11,86,"rice cooker mini berjalan seperti hari-hari biasa saja, sungguh, experience-nya so-so.",False,True,True,False,train
INDO_00084,Instagram,Sosial & Politik,"Terima kasih sebelumnya, Admin, langsung saya rekomendasikan program bantuan sosial pemerintah ke semua teman dekat.",positif,terkejut,0.72,semi-formal,False,Indonesia,tinggi,True,2026-02-14 10:56:45,0.9,15,116,"terima kasih sebelumnya, admin, langsung saya rekomendasikan program bantuan sosial pemerintah ke semua teman dekat.",False,False,True,False,train
INDO_00246,Twitter,Makanan & Minuman,"Sampai harus komplain dua kali gara-gara kopi susu kekinian, delivery-nya overrated. #curhat",negatif,marah,0.68,semi-formal,True,Indo-English,rendah,True,2026-01-14 02:06:29,0.76,12,92,"sampai harus komplain dua kali gara-gara kopi susu kekinian, delivery-nya overrated. #curhat",False,False,True,False,test
INDO_00166,YouTube,Sosial & Politik,"Isu lingkungan di kota besar sama sekali tidak mengecewakan, malah memuaskan banget, packaging-nya highly recommended. btw",positif,senang,0.95,formal,True,Indo-English,rendah,False,2026-01-07 02:23:41,0.84,16,122,"isu lingkungan di kota besar sama sekali tidak mengecewakan, malah memuaskan banget, packaging-nya highly recommended. btw",True,True,False,False,train
INDO_00164,YouTube,Wisata & Travel,"Desa wisata di Kintamani sama sekali tidak mengecewakan, malah memuaskan banget, delivery-nya highly recommended.",positif,terkejut,0.69,semi-formal,True,Indo-English,sedang,False,2026-03-06 03:54:30,0.97,14,113,"desa wisata di kintamani sama sekali tidak mengecewakan, malah memuaskan banget, delivery-nya highly recommended.",True,True,False,False,train
INDO_00200,YouTube,Hiburan & Film,Sinetron yang lagi tayang ternyata mengecewakan.,negatif,sedih,0.61,informal,False,Indonesia,sedang,False,2026-01-14 18:13:09,0.81,6,48,sinetron yang lagi tayang ternyata mengecewakan.,False,False,False,False,train
INDO_00229,YouTube,Wisata & Travel,"Trip ke Pulau Komodo tidak sesuai yang dijanjikan, experience-nya a waste of money.",negatif,sedih,0.79,informal,True,Indo-English,rendah,False,2026-04-10 20:08:28,0.7,13,83,"trip ke pulau komodo tidak sesuai yang dijanjikan, experience-nya a waste of money.",True,False,False,False,train
INDO_00075,TikTok,Hiburan & Film,Festival film independen tahun ini memuaskan banget. parah sih,positif,senang,0.79,informal,False,Indonesia,rendah,False,2026-02-16 05:10:55,0.83,9,62,festival film independen tahun ini memuaskan banget. parah sih,False,True,False,False,train
INDO_00479,Twitter,Layanan,"Layanan streaming musik berjalan sesuai standar, ya standar aja sih.",netral,netral,0.26,informal,False,Indonesia,sedang,False,2026-02-24 01:47:53,0.77,10,68,"layanan streaming musik berjalan sesuai standar, ya standar aja sih.",False,False,False,False,train
INDO_00359,YouTube,Makanan & Minuman,Kopi susu kekinian berjalan sesuai standar. btw,netral,netral,0.01,semi-formal,False,Indonesia,sedang,False,2026-04-05 06:11:43,0.84,7,47,kopi susu kekinian berjalan sesuai standar. btw,False,False,False,False,train
INDO_00251,YouTube,Wisata & Travel,"Trip ke Pulau Komodo mengecewakan banget, agak nyesek juga, delivery-nya so bad. btw",negatif,sedih,0.86,informal,True,Indo-English,rendah,False,2026-02-11 14:24:57,0.85,13,84,"trip ke pulau komodo mengecewakan banget, agak nyesek juga, delivery-nya so bad. btw",False,True,False,False,train
INDO_00120,YouTube,Layanan,"Layanan antar makanan online bagus sekali, di luar dugaan, delivery-nya amazing.",positif,senang,0.64,informal,True,Indo-English,rendah,False,2026-04-15 17:00:44,0.76,11,80,"layanan antar makanan online bagus sekali, di luar dugaan, delivery-nya amazing.",False,True,False,False,train
INDO_00311,YouTube,Makanan & Minuman,"Dengan hormat, Saudara/i, sampai harus komplain dua kali gara-gara kopi susu kekinian.",negatif,sedih,0.72,informal,False,Indonesia,tinggi,True,2026-01-26 16:37:04,0.77,12,86,"dengan hormat, saudara/i, sampai harus komplain dua kali gara-gara kopi susu kekinian.",False,False,True,False,validation
INDO_00300,YouTube,Layanan,"Layanan internet provider ternyata mengecewakan, jujur bikin kecewa, delivery-nya overrated. btw",negatif,sedih,0.77,informal,True,Indo-English,sedang,False,2026-04-21 21:15:13,0.81,11,96,"layanan internet provider ternyata mengecewakan, jujur bikin kecewa, delivery-nya overrated. btw",False,False,False,False,train
INDO_00256,YouTube,Hiburan & Film,"Mohon maaf sebelumnya, Saudara/i, sudah tiga hari menunggu kabar soal review film yang lagi ramai dibahas, belum ada respons apa pun, packaging-nya so bad.",negatif,sedih,0.71,informal,True,Indo-English,tinggi,True,2026-04-22 21:20:27,0.78,24,155,"mohon maaf sebelumnya, saudara/i, sudah tiga hari menunggu kabar soal review film yang lagi ramai dibahas, belum ada respons apa pun, packaging-nya so bad.",False,False,True,False,train
INDO_00355,YouTube,Layanan,"Customer service e-commerce tidak ada perubahan berarti, overall quality-nya okay-ish. btw",netral,netral,0.13,formal,True,Indo-English,sedang,False,2026-04-02 18:48:23,0.82,11,90,"customer service e-commerce tidak ada perubahan berarti, overall quality-nya okay-ish. btw",True,False,False,False,validation
INDO_00400,YouTube,Produk/E-commerce,"Rice cooker mini berjalan sesuai standar, delivery-nya okay-ish. btw",netral,netral,0.02,semi-formal,True,Indo-English,rendah,False,2026-02-17 04:26:57,0.92,9,68,"rice cooker mini berjalan sesuai standar, delivery-nya okay-ish. btw",False,False,False,False,train
INDO_00226,TikTok,Produk/E-commerce,Kursi gaming ergonomis tidak sesuai yang dijanjikan. parah sih,negatif,sedih,0.69,informal,False,Indonesia,sedang,False,2026-04-02 20:12:49,0.95,9,62,kursi gaming ergonomis tidak sesuai yang dijanjikan. parah sih,True,False,False,False,train
INDO_00354,YouTube,Makanan & Minuman,"Kue kering buatan rumahan berjalan sesuai standar, overall quality-nya nothing special. btw",netral,netral,0.05,informal,True,Indo-English,sedang,False,2026-03-21 01:02:12,0.77,12,91,"kue kering buatan rumahan berjalan sesuai standar, overall quality-nya nothing special. btw",False,False,False,False,train
INDO_00235,Instagram,Wisata & Travel,Kapal wisata di Labuan Bajo ternyata mengecewakan. ✨,negatif,sedih,0.84,informal,False,Indonesia,sedang,False,2026-02-06 23:22:28,0.92,8,52,kapal wisata di labuan bajo ternyata mengecewakan. ✨,False,False,False,False,train
INDO_00383,Instagram,Hiburan & Film,"Webtoon yang lagi hits berjalan sesuai standar, packaging-nya so-so. ✨",netral,netral,0.12,formal,True,Indo-English,sedang,False,2026-01-19 07:35:24,0.78,10,70,"webtoon yang lagi hits berjalan sesuai standar, packaging-nya so-so. ✨",False,False,False,False,train
INDO_00275,YouTube,Wisata & Travel,Kebun teh di Puncak tidak sesuai yang dijanjikan. btw,negatif,sedih,0.83,semi-formal,False,Indonesia,sedang,False,2026-01-19 19:43:49,0.73,9,53,kebun teh di puncak tidak sesuai yang dijanjikan. btw,True,False,False,False,train
INDO_00037,Twitter,Makanan & Minuman,"Mie ayam legendaris bagus sekali, di luar dugaan.",positif,terkejut,0.82,informal,False,Indonesia,sedang,False,2026-03-25 16:50:38,0.72,8,49,"mie ayam legendaris bagus sekali, di luar dugaan.",False,True,False,False,train
INDO_00197,Twitter,Hiburan & Film,"Channel YouTube gaming lokal sama sekali tidak sesuai, bikin kecewa banget. #curhat",negatif,sedih,0.78,informal,False,Indonesia,sedang,False,2026-03-10 19:08:46,0.73,12,83,"channel youtube gaming lokal sama sekali tidak sesuai, bikin kecewa banget. #curhat",True,True,False,False,train
INDO_00140,TikTok,Produk/E-commerce,"Rice cooker mini bagus sekali, di luar dugaan, experience-nya so good.",positif,senang,0.9,semi-formal,True,Indo-English,rendah,False,2026-03-24 06:01:10,0.83,11,70,"rice cooker mini bagus sekali, di luar dugaan, experience-nya so good.",False,True,False,False,train
INDO_00365,Instagram,Wisata & Travel,"Air terjun Sipiso-piso berjalan sesuai standar, customer service-nya nothing special. 🙏",netral,netral,0.16,formal,True,Indo-English,sedang,False,2026-03-21 19:52:31,0.89,11,87,"air terjun sipiso-piso berjalan sesuai standar, customer service-nya nothing special. 🙏",False,False,False,False,train
INDO_00245,TikTok,Layanan,"Tidak ada tindak lanjut sama sekali soal jasa servis kendaraan sampai sekarang, sungguh.",negatif,marah,0.61,formal,False,Indonesia,sedang,True,2026-04-01 16:29:33,0.86,13,88,"tidak ada tindak lanjut sama sekali soal jasa servis kendaraan sampai sekarang, sungguh.",True,True,False,False,validation
INDO_00440,TikTok,Wisata & Travel,"Trip ke Pulau Komodo berjalan sesuai standar, ya standar aja sih. sumpah bener",netral,netral,0.12,formal,False,Indonesia,sedang,False,2026-01-11 12:27:21,0.9,13,78,"trip ke pulau komodo berjalan sesuai standar, ya standar aja sih. sumpah bener",False,False,False,False,test
INDO_00287,Instagram,Wisata & Travel,"""Cepat"" sekali katanya. Kebun teh di Puncak ternyata mengecewakan.",negatif,sedih,0.74,informal,False,Indonesia,rendah,False,2026-01-20 02:39:37,0.8,9,66,"""cepat"" sekali katanya. kebun teh di puncak ternyata mengecewakan.",False,False,False,True,validation
INDO_00060,TikTok,Layanan,"Layanan internet provider ternyata memuaskan, seneng banget jujur.",positif,senang,0.8,semi-formal,False,Indonesia,sedang,False,2026-01-12 18:28:31,0.85,8,66,"layanan internet provider ternyata memuaskan, seneng banget jujur.",False,False,False,False,train
INDO_00112,TikTok,Hiburan & Film,"Konser musik indie kemarin malam memuaskan banget, rasanya senang banget, customer service-nya worth it. sumpah bener",positif,senang,0.85,informal,True,Indo-English,sedang,False,2026-03-20 04:21:04,0.9,16,117,"konser musik indie kemarin malam memuaskan banget, rasanya senang banget, customer service-nya worth it. sumpah bener",False,True,False,False,train
INDO_00090,YouTube,Hiburan & Film,Drama seri yang lagi viral memuaskan banget. min,positif,senang,0.87,informal,False,Indonesia,rendah,False,2026-03-07 21:15:53,0.81,8,48,drama seri yang lagi viral memuaskan banget. min,False,True,False,False,train
INDO_00437,TikTok,Layanan,"Tidak ada yang berbeda dari customer service maskapai dibanding hari-hari sebelumnya, delivery-nya nothing special.",netral,netral,0.23,formal,True,Indo-English,sedang,True,2026-01-22 05:13:50,0.95,14,115,"tidak ada yang berbeda dari customer service maskapai dibanding hari-hari sebelumnya, delivery-nya nothing special.",True,False,False,False,train
INDO_00007,YouTube,Wisata & Travel,"Candi Borobudur memuaskan banget, delivery-nya impressive. min",positif,senang,0.84,semi-formal,True,Indo-English,sedang,False,2026-02-18 06:49:21,0.91,7,62,"candi borobudur memuaskan banget, delivery-nya impressive. min",False,True,False,False,validation
INDO_00361,YouTube,Makanan & Minuman,Kopi hitam tubruk tidak ada perubahan berarti.,netral,netral,0.05,informal,False,Indonesia,sedang,False,2026-02-07 04:52:28,0.82,7,46,kopi hitam tubruk tidak ada perubahan berarti.,True,False,False,False,train
INDO_00347,Twitter,Hiburan & Film,"Tidak ada yang berbeda dari film animasi buatan studio lokal dibanding hari-hari sebelumnya, overall quality-nya nothing special.",netral,netral,0,semi-formal,True,Indo-English,sedang,True,2026-02-06 22:26:15,0.92,17,129,"tidak ada yang berbeda dari film animasi buatan studio lokal dibanding hari-hari sebelumnya, overall quality-nya nothing special.",True,False,False,False,train
INDO_00339,YouTube,Produk/E-commerce,Smartphone rilisan terbaru tidak ada perubahan berarti. min,netral,netral,0.22,informal,False,Indonesia,sedang,False,2026-04-15 03:16:21,0.9,8,59,smartphone rilisan terbaru tidak ada perubahan berarti. min,True,False,False,False,train
INDO_00159,TikTok,Layanan,"Layanan reservasi hotel online sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it. wkwk",positif,senang,0.84,informal,True,Indo-English,rendah,False,2026-03-29 02:41:26,0.8,16,122,"layanan reservasi hotel online sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya worth it. wkwk",True,True,False,False,train
INDO_00151,TikTok,Layanan,Helpdesk teknis kampus ternyata memuaskan.,positif,senang,0.95,informal,False,Indonesia,sedang,False,2026-01-28 05:17:48,0.76,5,42,helpdesk teknis kampus ternyata memuaskan.,False,False,False,False,train
INDO_00178,TikTok,Makanan & Minuman,"Gudeg khas Jogja sama sekali tidak sesuai, bikin kecewa banget, overall quality-nya overrated. wkwk",negatif,marah,0.82,informal,True,Indo-English,sedang,False,2026-03-23 22:06:39,0.71,14,99,"gudeg khas jogja sama sekali tidak sesuai, bikin kecewa banget, overall quality-nya overrated. wkwk",True,True,False,False,validation
INDO_00394,Twitter,Wisata & Travel,"Jalur pendakian Gunung Bromo tidak ada perubahan berarti, overall quality-nya nothing special. #review",netral,netral,0.3,formal,True,Indo-English,sedang,False,2026-02-05 15:06:58,0.84,13,102,"jalur pendakian gunung bromo tidak ada perubahan berarti, overall quality-nya nothing special. #review",True,False,False,False,train
INDO_00185,Instagram,Wisata & Travel,"Wah, ""hebat"" sekali. Kapal wisata di Labuan Bajo mengecewakan banget. 🙏",negatif,sedih,0.93,formal,False,Indonesia,rendah,False,2026-02-24 02:06:52,0.86,11,71,"wah, ""hebat"" sekali. kapal wisata di labuan bajo mengecewakan banget. 🙏",False,True,False,True,train
INDO_00450,YouTube,Produk/E-commerce,Kursi gaming ergonomis tidak ada perubahan berarti.,netral,netral,0.35,semi-formal,False,Indonesia,sedang,False,2026-03-31 20:00:11,0.81,7,51,kursi gaming ergonomis tidak ada perubahan berarti.,True,False,False,False,validation
INDO_00011,Twitter,Layanan,Jasa servis kendaraan ternyata bagus sekali.,positif,senang,0.69,informal,False,Indonesia,sedang,False,2026-02-18 12:10:56,0.85,6,44,jasa servis kendaraan ternyata bagus sekali.,False,False,False,False,train
INDO_00381,YouTube,Produk/E-commerce,"Produk fashion dari online shop berjalan sesuai standar, biasa-biasa saja, experience-nya so-so.",netral,netral,0.06,semi-formal,True,Indo-English,rendah,False,2026-01-15 15:19:08,0.78,12,96,"produk fashion dari online shop berjalan sesuai standar, biasa-biasa saja, experience-nya so-so.",False,False,False,False,train
INDO_00104,TikTok,Makanan & Minuman,Warung makan Padang tetap terasa menyenangkan.,positif,senang,1,informal,False,Indonesia,rendah,False,2026-03-28 01:08:20,0.83,6,46,warung makan padang tetap terasa menyenangkan.,False,False,True,False,train
INDO_00082,Instagram,Layanan,Customer service e-commerce sesuai ekspektasi.,positif,senang,0.94,informal,False,Indonesia,sedang,False,2026-04-17 20:42:06,0.8,5,46,customer service e-commerce sesuai ekspektasi.,False,False,False,False,train
INDO_00039,Twitter,Produk/E-commerce,Gadget elektronik murah memuaskan banget. #review,positif,senang,0.68,semi-formal,False,Indonesia,sedang,False,2026-01-20 00:17:15,0.75,6,49,gadget elektronik murah memuaskan banget. #review,False,True,False,False,train
INDO_00315,YouTube,Layanan,"Belum juga ada kabar dari layanan pengaduan pelanggan setelah sekian lama menunggu, sungguh.",negatif,jijik,0.9,informal,False,Indonesia,sedang,True,2026-01-10 19:45:31,0.71,13,92,"belum juga ada kabar dari layanan pengaduan pelanggan setelah sekian lama menunggu, sungguh.",True,True,False,False,test
INDO_00168,YouTube,Makanan & Minuman,"Warung makan Padang sama sekali tidak sesuai, bikin kecewa banget. min",negatif,sedih,0.9,informal,False,Indonesia,sedang,False,2026-04-15 23:19:20,0.81,11,70,"warung makan padang sama sekali tidak sesuai, bikin kecewa banget. min",True,True,False,False,train
INDO_00470,Instagram,Layanan,Aplikasi ojek online berjalan sesuai standar. 🙏,netral,netral,0.12,formal,False,Indonesia,sedang,False,2026-01-03 20:46:35,0.85,7,47,aplikasi ojek online berjalan sesuai standar. 🙏,False,False,False,False,train
INDO_00297,YouTube,Hiburan & Film,"Mohon maaf sebelumnya, Bapak/Ibu, sampai harus komplain dua kali gara-gara film animasi buatan studio lokal, sungguh. min",negatif,sedih,0.71,semi-formal,False,Indonesia,tinggi,True,2026-01-19 02:38:09,0.93,17,121,"mohon maaf sebelumnya, bapak/ibu, sampai harus komplain dua kali gara-gara film animasi buatan studio lokal, sungguh. min",False,True,False,False,train
INDO_00475,Instagram,Wisata & Travel,"Kebun teh di Puncak tidak ada perubahan berarti, packaging-nya just average.",netral,netral,0.13,semi-formal,True,Indo-English,sedang,False,2026-02-15 21:36:29,0.77,11,76,"kebun teh di puncak tidak ada perubahan berarti, packaging-nya just average.",True,False,False,False,test
INDO_00199,TikTok,Hiburan & Film,"Acara stand-up comedy semalam sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, customer service-nya not worth it. parah sih",negatif,sedih,0.85,semi-formal,True,Indo-English,sedang,False,2026-02-02 07:03:57,0.87,21,141,"acara stand-up comedy semalam sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, customer service-nya not worth it. parah sih",True,True,False,False,train
INDO_00298,Instagram,Sosial & Politik,"Program vaksinasi nasional sama sekali tidak sesuai, bikin kecewa banget, experience-nya a waste of money. 🙏",negatif,sedih,0.76,semi-formal,True,Indo-English,rendah,False,2026-03-20 22:01:36,0.93,16,108,"program vaksinasi nasional sama sekali tidak sesuai, bikin kecewa banget, experience-nya a waste of money. 🙏",True,True,False,False,train
