sample_id,platform,domain,text,sentiment_label,emotion,intensity,formality,has_code_switching,cs_languages,politeness,is_implicit,timestamp,annotator_agreement,word_count,char_count
INDO_00082,Instagram,Layanan,Customer service e-commerce sesuai ekspektasi.,positif,senang,0.94,informal,False,Indonesia,sedang,False,2026-04-17 20:42:06,0.8,5,46
INDO_00039,Twitter,Produk/E-commerce,Gadget elektronik murah memuaskan banget. #review,positif,senang,0.68,semi-formal,False,Indonesia,sedang,False,2026-01-20 00:17:15,0.75,6,49
INDO_00315,YouTube,Layanan,"Belum juga ada kabar dari layanan pengaduan pelanggan setelah sekian lama menunggu, sungguh.",negatif,jijik,0.9,informal,False,Indonesia,sedang,True,2026-01-10 19:45:31,0.71,13,92
INDO_00168,YouTube,Makanan & Minuman,"Warung makan Padang sama sekali tidak sesuai, bikin kecewa banget. min",negatif,sedih,0.9,informal,False,Indonesia,sedang,False,2026-04-15 23:19:20,0.81,11,70
INDO_00470,Instagram,Layanan,Aplikasi ojek online berjalan sesuai standar. 🙏,netral,netral,0.12,formal,False,Indonesia,sedang,False,2026-01-03 20:46:35,0.85,7,47
INDO_00297,YouTube,Hiburan & Film,"Mohon maaf sebelumnya, Bapak/Ibu, sampai harus komplain dua kali gara-gara film animasi buatan studio lokal, sungguh. min",negatif,sedih,0.71,semi-formal,False,Indonesia,tinggi,True,2026-01-19 02:38:09,0.93,17,121
INDO_00475,Instagram,Wisata & Travel,"Kebun teh di Puncak tidak ada perubahan berarti, packaging-nya just average.",netral,netral,0.13,semi-formal,True,Indo-English,sedang,False,2026-02-15 21:36:29,0.77,11,76
INDO_00199,TikTok,Hiburan & Film,"Acara stand-up comedy semalam sama sekali tidak sesuai, bikin kecewa banget, jujur bikin kecewa, customer service-nya not worth it. parah sih",negatif,sedih,0.85,semi-formal,True,Indo-English,sedang,False,2026-02-02 07:03:57,0.87,21,141
INDO_00298,Instagram,Sosial & Politik,"Program vaksinasi nasional sama sekali tidak sesuai, bikin kecewa banget, experience-nya a waste of money. 🙏",negatif,sedih,0.76,semi-formal,True,Indo-English,rendah,False,2026-03-20 22:01:36,0.93,16,108
INDO_00417,YouTube,Produk/E-commerce,"Rice cooker mini terasa cukup wajar, seperti biasa saja. btw",netral,netral,0.23,formal,False,Indonesia,rendah,False,2026-04-05 07:15:06,0.81,10,60
INDO_00147,YouTube,Sosial & Politik,"Wacana pembangunan infrastruktur daerah memuaskan banget, delivery-nya impressive. btw",positif,terkejut,0.93,informal,True,Indo-English,sedang,False,2026-04-04 11:17:34,0.74,9,86
INDO_00393,Instagram,Layanan,"Layanan antar makanan online tidak ada perubahan berarti, biasa-biasa saja. 😊",netral,netral,0.14,semi-formal,False,Indonesia,sedang,False,2026-02-11 12:08:04,0.92,11,77
INDO_00148,Instagram,Produk/E-commerce,"Rice cooker mini memuaskan banget, overall quality-nya impressive.",positif,terkejut,0.95,informal,True,Indo-English,rendah,False,2026-03-19 20:58:59,0.78,8,66
INDO_00448,Instagram,Hiburan & Film,"Acara reality show terbaru berjalan sesuai standar, biasa-biasa saja, experience-nya okay-ish.",netral,netral,0.15,semi-formal,True,Indo-English,sedang,False,2026-01-12 09:15:38,0.84,11,94
INDO_00288,YouTube,Makanan & Minuman,"""Cepat"" sekali katanya. Kue kering buatan rumahan mengecewakan banget. min",negatif,jijik,0.57,informal,False,Indonesia,rendah,False,2026-02-01 23:15:52,0.85,10,74
INDO_00124,TikTok,Sosial & Politik,"Kebijakan subsidi listrik sama sekali tidak mengecewakan, malah memuaskan banget, seneng banget jujur, experience-nya worth it. wkwk",positif,senang,0.62,semi-formal,True,Indo-English,rendah,False,2026-03-15 14:08:33,0.98,17,132
INDO_00369,Instagram,Wisata & Travel,Wisata budaya di Toraja tidak ada perubahan berarti. ✨,netral,netral,0.4,semi-formal,False,Indonesia,sedang,False,2026-01-01 10:02:41,0.75,9,54
INDO_00097,TikTok,Layanan,"Jasa pengiriman paket bagus sekali, di luar dugaan, rasanya senang banget. wkwk",positif,senang,0.97,informal,False,Indonesia,rendah,False,2026-03-17 19:29:50,0.93,12,79
INDO_00144,Twitter,Makanan & Minuman,"Gudeg khas Jogja memuaskan banget, seneng banget jujur. #review",positif,senang,0.72,semi-formal,False,Indonesia,sedang,False,2026-02-21 11:56:08,0.85,9,63
INDO_00240,YouTube,Produk/E-commerce,"Baju custom desain sendiri tidak sesuai yang dijanjikan, agak bikin emosi.",negatif,marah,0.92,formal,False,Indonesia,sedang,False,2026-03-30 08:29:33,0.95,11,74
INDO_00443,Instagram,Sosial & Politik,"Program pemerataan akses internet desa berjalan sesuai standar, packaging-nya nothing special. ✨",netral,netral,0.33,semi-formal,True,Indo-English,sedang,False,2026-02-25 09:21:27,0.89,12,96
INDO_00098,Instagram,Wisata & Travel,"Kawasan Malioboro sesuai ekspektasi, overall quality-nya highly recommended. 🙏",positif,terkejut,0.95,informal,True,Indo-English,sedang,False,2026-03-24 03:21:27,0.85,9,78
INDO_00408,Instagram,Sosial & Politik,"Kebijakan pengendalian inflasi berjalan seperti hari-hari biasa saja, sungguh, packaging-nya okay-ish. ✨",netral,netral,0.17,semi-formal,True,Indo-English,sedang,True,2026-04-18 22:04:05,0.92,12,104
INDO_00123,Twitter,Hiburan & Film,"Serial anime yang lagi tayang bagus sekali, di luar dugaan, seneng banget jujur, delivery-nya highly recommended. #review",positif,senang,0.62,semi-formal,True,Indo-English,rendah,False,2026-04-05 12:03:11,0.97,17,121
INDO_00184,Twitter,Hiburan & Film,"""Cepat"" sekali katanya. Serial drama di platform streaming ternyata mengecewakan, delivery-nya so bad. #review",negatif,sedih,0.62,informal,True,Indo-English,sedang,False,2026-01-31 01:24:19,0.96,14,110
INDO_00203,Instagram,Makanan & Minuman,"Gudeg khas Jogja sama sekali tidak sesuai, bikin kecewa banget. 🙏",negatif,marah,0.52,informal,False,Indonesia,sedang,False,2026-02-06 20:59:17,0.93,11,65
INDO_00247,YouTube,Wisata & Travel,"Wisata budaya di Toraja sama sekali tidak sesuai, bikin kecewa banget, experience-nya a waste of money.",negatif,jijik,0.76,informal,True,Indo-English,rendah,False,2026-02-27 14:45:31,0.92,16,103
INDO_00306,YouTube,Wisata & Travel,"Terima kasih sebelumnya, Bapak/Ibu, sampai harus komplain dua kali gara-gara homestay di Kawah Ijen, sungguh. btw",negatif,sedih,0.63,informal,False,Indonesia,tinggi,True,2026-02-12 06:33:34,0.82,16,113
INDO_00299,TikTok,Hiburan & Film,"Sinetron yang lagi tayang tidak sesuai yang dijanjikan, bikin kesel juga, overall quality-nya not worth it. parah sih",negatif,marah,0.8,semi-formal,True,Indo-English,rendah,False,2026-01-12 08:33:06,0.76,18,117
INDO_00352,YouTube,Wisata & Travel,"Terima kasih sebelumnya, Bapak/Ibu, desa wisata di Kintamani berjalan sesuai standar, ya standar aja sih. btw",netral,netral,0.39,formal,False,Indonesia,tinggi,False,2026-04-23 11:10:32,0.8,16,109
INDO_00387,Twitter,Layanan,Layanan pengaduan pelanggan terasa cukup wajar. #review,netral,netral,0.34,informal,False,Indonesia,rendah,False,2026-04-16 06:48:46,0.86,7,55
INDO_00396,YouTube,Layanan,Helpdesk teknis kampus berjalan sesuai standar.,netral,netral,0.06,formal,False,Indonesia,sedang,False,2026-01-12 20:04:58,0.94,6,47
INDO_00285,Instagram,Hiburan & Film,"Konser musik indie kemarin malam sama sekali tidak sesuai, bikin kecewa banget, packaging-nya a waste of money. 😊",negatif,marah,0.87,informal,True,Indo-English,sedang,False,2026-03-02 21:30:15,0.81,18,113
INDO_00126,Twitter,Sosial & Politik,"Diskusi soal reformasi birokrasi bagus sekali, di luar dugaan, seneng banget jujur, experience-nya so good.",positif,senang,0.92,semi-formal,True,Indo-English,sedang,False,2026-01-12 02:24:34,0.95,15,107
INDO_00303,TikTok,Layanan,Layanan pengaduan pelanggan ternyata mengecewakan. parah sih,negatif,sedih,0.72,formal,False,Indonesia,sedang,False,2026-01-10 17:40:48,0.71,7,60
INDO_00224,TikTok,Produk/E-commerce,Aksesoris handphone tidak sesuai yang dijanjikan. parah sih,negatif,sedih,0.68,informal,False,Indonesia,rendah,False,2026-04-24 10:27:53,0.94,8,59
INDO_00419,YouTube,Hiburan & Film,Serial anime yang lagi tayang berjalan sesuai standar.,netral,netral,0.16,semi-formal,False,Indonesia,sedang,False,2026-04-03 13:59:43,0.89,8,54
INDO_00220,TikTok,Hiburan & Film,"""Terbaik"", katanya. Teater musikal di gedung kesenian mengecewakan banget, sempet bikin geram. parah sih",negatif,marah,0.76,semi-formal,False,Indonesia,rendah,False,2026-04-08 15:27:09,0.94,14,104
INDO_00130,TikTok,Layanan,Layanan customer service bank ternyata memuaskan. wkwk,positif,terkejut,0.63,formal,False,Indonesia,sedang,False,2026-04-14 03:13:37,0.88,7,54
INDO_00421,Twitter,Produk/E-commerce,"Kamera mirrorless entry level tidak ada perubahan berarti, ya standar aja sih. #curhat",netral,netral,0.14,informal,False,Indonesia,sedang,False,2026-01-31 13:41:22,0.81,13,86
INDO_00290,TikTok,Makanan & Minuman,"""Terbaik"", katanya. Nasi uduk pagi hari mengecewakan banget. sumpah bener",negatif,sedih,0.67,semi-formal,False,Indonesia,rendah,False,2026-01-12 01:04:40,0.88,10,73
INDO_00445,YouTube,Wisata & Travel,"Jalur pendakian Gunung Bromo tidak ada perubahan berarti, customer service-nya okay-ish.",netral,netral,0.35,formal,True,Indo-English,sedang,False,2026-04-09 14:39:08,0.77,11,88
INDO_00377,TikTok,Hiburan & Film,"Tidak ada yang berbeda dari festival film independen tahun ini dibanding hari-hari sebelumnya, overall quality-nya just average. sumpah bener",netral,netral,0.38,semi-formal,True,Indo-English,sedang,True,2026-01-16 13:20:47,0.86,19,141
INDO_00292,YouTube,Makanan & Minuman,"Dengan hormat, pihak terkait, sampai harus komplain dua kali gara-gara restoran seafood pinggir jalan, delivery-nya a waste of money. btw",negatif,sedih,0.66,formal,True,Indo-English,tinggi,True,2026-02-06 02:00:25,0.89,20,137
INDO_00356,YouTube,Hiburan & Film,Serial drama di platform streaming tidak ada perubahan berarti.,netral,netral,0.19,informal,False,Indonesia,rendah,False,2026-01-14 07:19:57,0.77,9,63
INDO_00295,TikTok,Layanan,"Jasa servis kendaraan sama sekali tidak sesuai, bikin kecewa banget, delivery-nya disappointing. sumpah bener",negatif,sedih,0.51,informal,True,Indo-English,sedang,False,2026-04-26 13:03:52,0.75,14,109
INDO_00397,YouTube,Sosial & Politik,Tidak ada yang berbeda dari program literasi digital nasional dibanding hari-hari sebelumnya. btw,netral,netral,0.36,semi-formal,False,Indonesia,sedang,True,2026-01-14 04:43:14,0.84,13,97
INDO_00341,Instagram,Produk/E-commerce,"Produk fashion dari online shop datang tepat waktu seperti biasanya, overall quality-nya so-so. 😊",netral,netral,0.2,informal,True,Indo-English,sedang,True,2026-02-15 16:07:46,0.79,14,97
INDO_00113,TikTok,Produk/E-commerce,"Sepatu sneakers impor bagus sekali, di luar dugaan, bikin senyum sendiri, packaging-nya so good. wkwk",positif,senang,0.92,formal,True,Indo-English,rendah,False,2026-03-20 09:43:49,0.81,15,101
INDO_00180,YouTube,Hiburan & Film,"Channel YouTube gaming lokal sama sekali tidak sesuai, bikin kecewa banget, delivery-nya overrated. btw",negatif,marah,0.89,semi-formal,True,Indo-English,sedang,False,2026-01-24 06:42:43,0.73,14,103
INDO_00308,YouTube,Makanan & Minuman,"Rendang daging sapi sama sekali tidak sesuai, bikin kecewa banget.",negatif,sedih,0.87,informal,False,Indonesia,sedang,False,2026-04-21 14:52:47,0.85,10,66
INDO_00433,TikTok,Sosial & Politik,"Isu banjir tahunan di ibu kota tidak ada perubahan berarti, customer service-nya nothing special. parah sih",netral,netral,0.01,informal,True,Indo-English,sedang,False,2026-02-17 19:26:48,0.9,16,107
INDO_00488,Instagram,Layanan,"Layanan di rumah sakit berjalan sesuai standar, experience-nya nothing special. ✨",netral,netral,0.35,formal,True,Indo-English,sedang,False,2026-04-23 09:57:30,0.85,11,81
INDO_00482,TikTok,Wisata & Travel,"Desa wisata di Kintamani berjalan sesuai standar, packaging-nya so-so. sumpah bener",netral,netral,0.39,formal,True,Indo-English,sedang,False,2026-04-26 10:39:36,0.93,11,83
INDO_00423,Twitter,Layanan,"Customer service maskapai tidak ada perubahan berarti, ya standar aja sih.",netral,netral,0.31,semi-formal,False,Indonesia,sedang,False,2026-01-08 17:12:34,0.9,11,74
INDO_00234,YouTube,Hiburan & Film,"Review film yang lagi ramai dibahas sama sekali tidak sesuai, bikin kecewa banget, experience-nya a waste of money. btw",negatif,jijik,0.78,semi-formal,True,Indo-English,sedang,False,2026-01-16 22:04:13,0.74,19,119
INDO_00312,TikTok,Produk/E-commerce,"Permisi, Bapak/Ibu, sampai harus komplain dua kali gara-gara kamera mirrorless entry level. wkwk",negatif,sedih,0.73,semi-formal,False,Indonesia,tinggi,True,2026-03-23 09:43:46,0.95,13,96
INDO_00165,Instagram,Sosial & Politik,"Program pemerataan akses internet desa ternyata memuaskan, di luar dugaan. 🙏",positif,terkejut,0.78,semi-formal,False,Indonesia,sedang,False,2026-04-24 08:06:36,0.82,11,76
INDO_00137,Instagram,Sosial & Politik,"Isu banjir tahunan di ibu kota ternyata bagus sekali, customer service-nya highly recommended. ✨",positif,senang,0.65,semi-formal,True,Indo-English,sedang,False,2026-04-20 18:08:54,0.78,14,96
INDO_00198,YouTube,Wisata & Travel,"Rute road trip Trans-Sumatra ternyata mengecewakan, agak bikin risih.",negatif,jijik,0.88,informal,False,Indonesia,sedang,False,2026-04-12 12:20:38,0.92,9,69
INDO_00259,YouTube,Makanan & Minuman,Nasi goreng kampung tidak sesuai yang dijanjikan.,negatif,sedih,0.76,semi-formal,False,Indonesia,rendah,False,2026-03-03 10:23:25,0.85,7,49
INDO_00233,YouTube,Produk/E-commerce,Gadget elektronik murah ternyata mengecewakan.,negatif,sedih,0.64,semi-formal,False,Indonesia,sedang,False,2026-02-20 15:15:22,0.84,5,46
INDO_00116,TikTok,Layanan,Jasa laundry kiloan ternyata memuaskan.,positif,senang,0.66,informal,False,Indonesia,sedang,False,2026-02-09 15:55:00,0.94,5,39
INDO_00121,TikTok,Sosial & Politik,"Kebijakan kerja dari rumah sama sekali tidak mengecewakan, malah memuaskan banget, kaget juga awalnya, overall quality-nya so good. parah sih",positif,terkejut,0.83,informal,True,Indo-English,rendah,False,2026-03-03 00:12:10,0.95,20,141
INDO_00350,TikTok,Layanan,"Jasa servis kendaraan berjalan sesuai standar, biasa-biasa saja.",netral,netral,0.28,semi-formal,False,Indonesia,sedang,False,2026-02-16 08:21:25,0.94,8,64
INDO_00225,Twitter,Hiburan & Film,"Film animasi buatan studio lokal sama sekali tidak sesuai, bikin kecewa banget, customer service-nya overrated.",negatif,jijik,0.79,informal,True,Indo-English,sedang,False,2026-02-21 13:51:12,0.72,15,111
INDO_00403,Instagram,Produk/E-commerce,"Earphone Bluetooth murah tidak ada perubahan berarti, delivery-nya just average. 😊",netral,netral,0.12,semi-formal,True,Indo-English,sedang,False,2026-03-18 20:29:44,0.85,11,82
INDO_00398,YouTube,Layanan,"Jasa laundry kiloan berjalan sesuai standar, seperti biasa saja, customer service-nya okay-ish. btw",netral,netral,0.06,formal,True,Indo-English,sedang,False,2026-01-26 09:56:13,0.79,13,99
INDO_00128,YouTube,Layanan,"Layanan pengembalian barang ternyata bagus sekali, seneng banget jujur, customer service-nya worth it. btw",positif,senang,0.81,semi-formal,True,Indo-English,rendah,False,2026-02-28 06:05:15,0.85,14,106
INDO_00286,YouTube,Wisata & Travel,"Kawasan Danau Toba mengecewakan banget, packaging-nya disappointing. btw",negatif,sedih,0.82,informal,True,Indo-English,rendah,False,2026-03-30 18:49:15,0.72,8,72
INDO_00412,YouTube,Produk/E-commerce,"Permisi, Saudara/i, tas ransel anti air berjalan sesuai standar. btw",netral,netral,0.17,informal,False,Indonesia,tinggi,False,2026-03-03 09:29:33,0.84,10,68
INDO_00108,YouTube,Layanan,"Sistem antrean di kantor pos memuaskan banget, experience-nya worth it. btw",positif,senang,0.87,semi-formal,True,Indo-English,rendah,False,2026-01-15 02:04:31,0.83,11,75
INDO_00371,Instagram,Layanan,"Jasa servis kendaraan berjalan seperti hari-hari biasa saja, customer service-nya nothing special. 🙏",netral,netral,0.11,formal,True,Indo-English,sedang,True,2026-01-02 19:24:47,0.87,13,100
INDO_00326,TikTok,Hiburan & Film,"Mohon maaf sebelumnya, Bapak/Ibu, sampai harus komplain dua kali gara-gara acara reality show terbaru, overall quality-nya overrated. wkwk",negatif,marah,0.85,informal,True,Indo-English,tinggi,True,2026-03-30 23:45:55,0.76,18,138
INDO_00134,YouTube,Layanan,Customer service maskapai memuaskan banget.,positif,senang,0.9,semi-formal,False,Indonesia,rendah,False,2026-04-20 07:44:25,0.75,5,43
INDO_00453,Instagram,Wisata & Travel,"Kebun teh di Puncak tidak ada perubahan berarti, seperti biasa saja. 🙏",netral,netral,0.39,semi-formal,False,Indonesia,sedang,False,2026-01-20 09:56:47,0.76,12,70
INDO_00045,YouTube,Sosial & Politik,"Isu sampah plastik di sungai memuaskan banget, customer service-nya impressive. btw",positif,senang,0.75,informal,True,Indo-English,sedang,False,2026-01-15 05:25:10,0.79,11,83
INDO_00461,Instagram,Makanan & Minuman,"Sate ayam Madura datang tepat waktu seperti biasanya, packaging-nya okay-ish. 🙏",netral,netral,0.07,informal,True,Indo-English,sedang,True,2026-04-15 09:33:28,0.91,11,79
INDO_00066,TikTok,Makanan & Minuman,"Sop buntut bagus sekali, di luar dugaan, packaging-nya worth it. wkwk",positif,senang,0.91,semi-formal,True,Indo-English,sedang,False,2026-02-11 09:22:15,0.8,11,69
INDO_00284,YouTube,Sosial & Politik,"Kebijakan pengendalian inflasi mengecewakan banget, rasanya sedih dengernya, experience-nya overrated. min",negatif,sedih,0.81,informal,True,Indo-English,rendah,False,2026-04-09 05:35:36,0.96,11,106
INDO_00086,YouTube,Hiburan & Film,"Album baru band indie sama sekali tidak mengecewakan, malah memuaskan banget, experience-nya impressive. btw",positif,senang,0.78,informal,True,Indo-English,rendah,False,2026-02-21 11:55:24,0.8,14,108
INDO_00243,TikTok,Makanan & Minuman,"Terima kasih sebelumnya, Saudara/i, sampai harus komplain dua kali gara-gara warung makan Padang.",negatif,marah,0.84,informal,False,Indonesia,tinggi,True,2026-01-26 17:17:32,0.83,13,97
INDO_00187,Instagram,Produk/E-commerce,"Mohon maaf sebelumnya, Bapak/Ibu, sudah tiga hari menunggu kabar soal power bank kapasitas besar, belum ada respons apa pun, overall quality-nya so bad. 😊",negatif,sedih,0.74,semi-formal,True,Indo-English,tinggi,True,2026-03-09 18:29:56,0.88,24,154
INDO_00384,TikTok,Layanan,"Layanan antar makanan online berjalan sesuai standar, delivery-nya so-so. wkwk",netral,netral,0.26,formal,True,Indo-English,sedang,False,2026-01-14 08:35:26,0.94,10,78
INDO_00160,TikTok,Wisata & Travel,"Wisata budaya di Toraja bagus sekali, di luar dugaan.",positif,senang,0.86,informal,False,Indonesia,rendah,False,2026-02-17 10:26:52,0.81,9,53
INDO_00013,Instagram,Sosial & Politik,"Baru sekali coba wacana perubahan kurikulum sekolah, langsung niat balik lagi minggu depan. ✨",positif,senang,0.87,semi-formal,False,Indonesia,sedang,True,2026-03-13 18:07:15,0.95,14,93
INDO_00036,Twitter,Produk/E-commerce,"Rice cooker mini bagus sekali, di luar dugaan, seneng banget jujur. #review",positif,senang,0.85,informal,False,Indonesia,rendah,False,2026-02-25 08:08:15,0.73,12,75
INDO_00029,YouTube,Makanan & Minuman,"Rendang daging sapi bagus sekali, di luar dugaan. min",positif,senang,0.84,informal,False,Indonesia,rendah,False,2026-01-31 15:09:12,0.78,9,53
INDO_00171,YouTube,Produk/E-commerce,"Mohon maaf sebelumnya, Admin, sampai harus komplain dua kali gara-gara jam tangan pintar. min",negatif,marah,0.62,informal,False,Indonesia,tinggi,True,2026-03-27 02:05:17,0.85,14,93
INDO_00143,YouTube,Wisata & Travel,"Wisata budaya di Toraja bagus sekali, di luar dugaan, customer service-nya highly recommended.",positif,terkejut,0.81,semi-formal,True,Indo-English,rendah,False,2026-04-16 11:34:45,0.78,13,94
INDO_00399,Instagram,Sosial & Politik,Kebijakan baru soal transportasi umum tidak ada perubahan berarti. 😊,netral,netral,0.29,semi-formal,False,Indonesia,sedang,False,2026-02-28 17:49:55,0.8,10,68
INDO_00343,TikTok,Hiburan & Film,"Festival film independen tahun ini tidak ada perubahan berarti, biasa-biasa saja, overall quality-nya just average. sumpah bener",netral,netral,0.13,semi-formal,True,Indo-English,sedang,False,2026-04-29 18:37:29,0.75,17,128
INDO_00222,Instagram,Makanan & Minuman,"Mohon maaf sebelumnya, Bapak/Ibu, sudah tiga hari menunggu kabar soal mie ayam legendaris, belum ada respons apa pun, delivery-nya disappointing. 😊",negatif,jijik,0.92,informal,True,Indo-English,tinggi,True,2026-04-13 17:02:32,0.74,21,147
INDO_00096,Twitter,Makanan & Minuman,"Gudeg khas Jogja sama sekali tidak mengecewakan, malah memuaskan banget, customer service-nya so good.",positif,terkejut,0.82,semi-formal,True,Indo-English,rendah,False,2026-01-02 12:27:29,0.96,14,102
INDO_00052,YouTube,Layanan,"Layanan check-in bandara sesuai ekspektasi, experience-nya so good.",positif,senang,0.89,semi-formal,True,Indo-English,sedang,False,2026-04-18 16:38:02,0.82,8,67
INDO_00241,TikTok,Wisata & Travel,"Permisi, Saudara/i, sudah tiga hari menunggu kabar soal paket tur ke Raja Ampat, belum ada respons apa pun.",negatif,sedih,0.67,informal,False,Indonesia,tinggi,True,2026-02-28 03:12:21,0.82,18,107
INDO_00485,Twitter,Sosial & Politik,"Wacana revisi undang-undang ketenagakerjaan berjalan sesuai standar, seperti biasa saja, packaging-nya so-so.",netral,netral,0.21,semi-formal,True,Indo-English,sedang,False,2026-01-21 02:44:53,0.77,12,109
INDO_00379,YouTube,Makanan & Minuman,"Sate ayam Madura berjalan sesuai standar, ya standar aja sih, overall quality-nya just average.",netral,netral,0.01,semi-formal,True,Indo-English,sedang,False,2026-01-27 01:50:31,0.82,14,95
INDO_00179,Twitter,Hiburan & Film,"Serial anime yang lagi tayang mengecewakan banget, delivery-nya so bad.",negatif,jijik,0.73,informal,True,Indo-English,rendah,False,2026-02-21 08:30:01,0.85,10,71
INDO_00042,YouTube,Layanan,"Layanan reservasi hotel online bagus sekali, di luar dugaan, seneng banget jujur, overall quality-nya worth it.",positif,senang,0.72,informal,True,Indo-English,sedang,False,2026-01-23 09:56:11,0.78,16,111
INDO_00499,YouTube,Layanan,"Layanan reservasi hotel online berjalan sesuai standar, experience-nya just average. min",netral,netral,0.09,informal,True,Indo-English,sedang,False,2026-01-21 18:49:25,0.79,11,88
INDO_00422,Instagram,Wisata & Travel,"Kapal wisata di Labuan Bajo berjalan sesuai standar, ya standar aja sih, overall quality-nya just average. 🙏",netral,netral,0.27,informal,True,Indo-English,sedang,False,2026-04-18 10:12:32,0.8,17,108
INDO_00207,Instagram,Layanan,"Permisi, Bapak/Ibu, sudah tiga hari menunggu kabar soal layanan check-in bandara, belum ada respons apa pun.",negatif,jijik,0.52,formal,False,Indonesia,tinggi,True,2026-01-31 04:26:23,0.85,16,108
INDO_00283,TikTok,Sosial & Politik,"Program pemerataan akses internet desa sama sekali tidak sesuai, bikin kecewa banget, experience-nya overrated. parah sih",negatif,sedih,0.65,semi-formal,True,Indo-English,sedang,False,2026-02-22 21:14:04,0.91,16,121
INDO_00255,Twitter,Produk/E-commerce,"Wah, ""hebat"" sekali. Rice cooker mini mengecewakan banget. #review",negatif,sedih,0.91,informal,False,Indonesia,rendah,False,2026-02-24 17:04:45,0.89,9,66
INDO_00413,TikTok,Sosial & Politik,"Program literasi digital nasional berjalan sesuai standar, seperti biasa saja, delivery-nya just average. parah sih",netral,netral,0.1,informal,True,Indo-English,sedang,False,2026-04-28 10:42:40,0.93,15,115
INDO_00005,TikTok,Sosial & Politik,"Kebijakan subsidi BBM bagus sekali, di luar dugaan.",positif,senang,0.83,informal,False,Indonesia,rendah,False,2026-02-10 21:36:19,0.73,8,51
INDO_00257,Instagram,Wisata & Travel,"Mohon maaf sebelumnya, pihak terkait, sudah tiga hari menunggu kabar soal Pantai Kuta di Bali, belum ada respons apa pun, overall quality-nya so bad. ✨",negatif,sedih,0.84,semi-formal,True,Indo-English,tinggi,True,2026-03-08 13:56:16,0.75,25,151
INDO_00449,Instagram,Wisata & Travel,"Resort tepi pantai di Lombok berjalan sesuai standar, ya standar aja sih.",netral,netral,0.23,informal,False,Indonesia,sedang,False,2026-02-09 12:49:56,0.76,12,73
INDO_00101,YouTube,Sosial & Politik,"Program pemerataan akses internet desa bagus sekali, di luar dugaan, bikin senyum sendiri, packaging-nya so good. min",positif,senang,0.95,informal,True,Indo-English,sedang,False,2026-02-21 06:15:14,0.83,17,117
INDO_00227,TikTok,Makanan & Minuman,"Permisi, Bapak/Ibu, sampai harus komplain dua kali gara-gara warung makan Padang, sungguh. parah sih",negatif,jijik,0.89,formal,False,Indonesia,tinggi,True,2026-04-09 03:22:36,0.85,14,100
INDO_00430,Twitter,Layanan,"Sistem antrean di kantor pos berjalan sesuai standar, packaging-nya just average. #review",netral,netral,0.23,semi-formal,True,Indo-English,rendah,False,2026-04-05 20:43:24,0.78,12,89
INDO_00214,YouTube,Layanan,"Layanan pengaduan pelanggan mengecewakan banget, rasanya sedih dengernya, packaging-nya so bad. min",negatif,sedih,0.74,informal,True,Indo-English,rendah,False,2026-02-18 18:18:35,0.91,12,99
INDO_00172,YouTube,Hiburan & Film,"Mohon maaf sebelumnya, Admin, sudah tiga hari menunggu kabar soal album baru band indie, belum ada respons apa pun. min",negatif,sedih,0.64,formal,False,Indonesia,tinggi,True,2026-01-10 20:44:24,0.81,20,119
INDO_00099,Instagram,Hiburan & Film,Webtoon yang lagi hits memuaskan banget. ✨,positif,senang,0.99,semi-formal,False,Indonesia,rendah,False,2026-01-18 22:08:31,0.82,7,42
INDO_00293,YouTube,Wisata & Travel,"Permisi, Bapak/Ibu, sudah tiga hari menunggu kabar soal Pantai Kuta di Bali, belum ada respons apa pun.",negatif,marah,0.51,semi-formal,False,Indonesia,tinggi,True,2026-03-24 06:00:22,0.73,17,103
INDO_00216,Instagram,Sosial & Politik,"Isu sampah plastik di sungai mengecewakan banget, packaging-nya disappointing.",negatif,sedih,0.89,informal,True,Indo-English,rendah,False,2026-02-23 17:25:23,0.72,9,78
INDO_00062,Instagram,Produk/E-commerce,"Aksesoris handphone bagus sekali, di luar dugaan. 😊",positif,senang,0.86,semi-formal,False,Indonesia,rendah,False,2026-01-09 13:27:33,0.84,8,51
INDO_00048,Instagram,Layanan,"Baru sekali coba layanan check-in bandara, langsung niat balik lagi minggu depan. ✨",positif,senang,0.85,semi-formal,False,Indonesia,sedang,True,2026-01-01 16:31:26,0.86,13,83
INDO_00033,Twitter,Produk/E-commerce,Tas ransel anti air memuaskan banget.,positif,senang,0.75,semi-formal,False,Indonesia,rendah,False,2026-03-06 18:29:10,0.94,6,37
INDO_00268,TikTok,Sosial & Politik,Kebijakan kenaikan tarif pajak ternyata mengecewakan. sumpah bener,negatif,marah,0.9,informal,False,Indonesia,sedang,False,2026-01-26 09:39:49,0.76,8,66
INDO_00328,TikTok,Layanan,"Permisi, Admin, sampai harus komplain dua kali gara-gara sistem antrean di kantor pos. wkwk",negatif,marah,0.51,formal,False,Indonesia,tinggi,True,2026-02-20 20:48:00,0.77,14,91
INDO_00201,YouTube,Layanan,"Mohon maaf sebelumnya, Saudara/i, sudah tiga hari menunggu kabar soal layanan customer service bank, belum ada respons apa pun, sungguh.",negatif,sedih,0.71,semi-formal,False,Indonesia,tinggi,True,2026-02-01 09:01:35,0.74,20,136
